Transcript Id,Gene Id,name,miTG score
ENST00000599847,ENSG00000152439 ,ZNF773,0.999925886
ENST00000593303,ENSG00000268759 ,AC135983.2,0.999821926
ENST00000372276,ENSG00000101017 ,CD40,0.997651899
ENST00000535853,ENSG00000205147 ,AC016586.1,0.995901908
ENST00000209875,ENSG00000094916 ,CBX5,0.995330291
ENST00000594262,ENSG00000268798 ,AC027307.3,0.995264293
ENST00000338965,ENSG00000188211 ,NCR3LG1,0.995088625
ENST00000566571,ENSG00000174450 ,GOLGA6L2,0.994236065
ENST00000442138,ENSG00000164244 ,PRRC1,0.993236003
ENST00000509670,ENSG00000173040 ,EVC2,0.992251127
ENST00000549851,ENSG00000135407 ,AVIL,0.991841813
ENST00000455236,ENSG00000100101 ,NOL12,0.991347342
ENST00000533626,ENSG00000175390 ,EIF3F,0.990294388
ENST00000467196,ENSG00000101361 ,NOP56,0.990228396
ENST00000426639,ENSG00000171502 ,COL24A1,0.98968604
ENST00000260372,ENSG00000137814 ,HAUS2,0.988529686
ENST00000235180,ENSG00000116544 ,DLGAP3,0.987859095
ENST00000344404,ENSG00000100106 ,TRIOBP,0.98740699
ENST00000494090,ENSG00000196739 ,COL27A1,0.985975829
ENST00000451519,ENSG00000176428 ,VPS37D,0.985625907
ENST00000368729,ENSG00000184330 ,S100A7A,0.98489968
ENST00000439301,ENSG00000025293 ,PHF20,0.984311165
ENST00000591295,ENSG00000087152 ,ATXN7L3,0.984076778
ENST00000488912,ENSG00000124749 ,COL21A1,0.983805614
ENST00000561220,ENSG00000137857 ,DUOX1,0.983731111
ENST00000359801,ENSG00000196209 ,SIRPB2,0.983604892
ENST00000412735,ENSG00000196843 ,ARID5A,0.98325433
ENST00000423275,ENSG00000132155 ,RAF1,0.981907021
ENST00000309955,ENSG00000003402 ,CFLAR,0.979155692
ENST00000430024,ENSG00000213297 ,ZNF625-ZNF20,0.977805045
ENST00000301215,ENSG00000167625 ,ZNF526,0.977796829
ENST00000413938,ENSG00000171055 ,FEZ2,0.977127087
ENST00000562556,ENSG00000050820 ,BCAR1,0.975759629
ENST00000437048,ENSG00000141252 ,VPS53,0.975713588
ENST00000368262,ENSG00000163468 ,CCT3,0.975229029
ENST00000519993,ENSG00000169398 ,PTK2,0.97386944
ENST00000526924,ENSG00000161692 ,DBF4B,0.973637724
ENST00000374994,ENSG00000106799 ,TGFBR1,0.973078528
ENST00000585786,ENSG00000234906 ,APOC2,0.971913314
ENST00000600806,ENSG00000099783 ,HNRNPM,0.971853608
ENST00000477571,ENSG00000157800 ,SLC37A3,0.969570423
ENST00000597389,ENSG00000160460 ,SPTBN4,0.968790086
ENST00000326524,ENSG00000168621 ,GDNF,0.967740568
ENST00000512140,ENSG00000112983 ,BRD8,0.967690752
ENST00000436865,ENSG00000163374 ,YY1AP1,0.967122439
ENST00000324041,ENSG00000167749 ,KLK4,0.966917925
ENST00000372806,ENSG00000101109 ,STK4,0.966521218
ENST00000248076,ENSG00000127533 ,F2RL3,0.965685319
ENST00000283426,ENSG00000153404 ,PLEKHG4B,0.965196386
ENST00000326737,ENSG00000180423 ,HARBI1,0.964757615
ENST00000258704,ENSG00000136206 ,SPDYE1,0.963649811
ENST00000539163,ENSG00000272214 ,AC079602.1,0.962530676
ENST00000369864,ENSG00000181754 ,AMIGO1,0.96197018
