Transcript Id,Gene Id,name,miTG score
ENST00000440587,ENSG00000204642 ,HLA-F,0.999977415
ENST00000334567,ENSG00000186329 ,TMEM212,0.999968328
ENST00000267197,ENSG00000139718 ,SETD1B,0.999932983
ENST00000239461,ENSG00000116132 ,PRRX1,0.999168884
ENST00000369831,ENSG00000213366 ,GSTM2,0.998536646
ENST00000502413,ENSG00000248458 ,AL139147.1,0.998477539
ENST00000392194,ENSG00000078018 ,MAP2,0.998135296
ENST00000579455,ENSG00000206043 ,C18orf63,0.997895538
ENST00000395076,ENSG00000100614 ,PPM1A,0.996929585
ENST00000581862,ENSG00000263711 ,RP11-169F17.1,0.995866402
ENST00000290158,ENSG00000108424 ,KPNB1,0.995131298
ENST00000588883,ENSG00000167380 ,ZNF226,0.994931874
ENST00000286201,ENSG00000155760 ,FZD7,0.994649823
ENST00000380058,ENSG00000105793 ,GTPBP10,0.994449728
ENST00000397479,ENSG00000134115 ,CNTN6,0.993850765
ENST00000261978,ENSG00000119681 ,LTBP2,0.992699285
ENST00000261465,ENSG00000117594 ,HSD11B1,0.990759178
ENST00000531487,ENSG00000255561 ,FDXACB1,0.990594789
ENST00000343090,ENSG00000130939 ,UBE4B,0.990182375
ENST00000219240,ENSG00000102967 ,DHODH,0.989962508
ENST00000425534,ENSG00000163412 ,EIF4E3,0.985819391
ENST00000361970,ENSG00000198865 ,CCDC152,0.985473775
ENST00000609116,ENSG00000117569 ,PTBP2,0.98521788
ENST00000268712,ENSG00000141027 ,NCOR1,0.985143735
ENST00000367837,ENSG00000112339 ,HBS1L,0.985115806
ENST00000257189,ENSG00000134757 ,DSG3,0.983584615
ENST00000223369,ENSG00000106636 ,YKT6,0.982405375
ENST00000409056,ENSG00000144339 ,TMEFF2,0.982250275
ENST00000600120,ENSG00000170954 ,ZNF415,0.980717691
ENST00000397463,ENSG00000150551 ,LYPD1,0.980528092
ENST00000481195,ENSG00000113575 ,PPP2CA,0.980386177
ENST00000435676,ENSG00000188859 ,FAM78B,0.979583282
ENST00000330123,ENSG00000204611 ,ZNF616,0.979455416
ENST00000522124,ENSG00000147481 ,SNTG1,0.978728389
ENST00000444376,ENSG00000153187 ,HNRNPU,0.977527449
ENST00000466270,ENSG00000203791 ,METTL10,0.97730642
ENST00000225388,ENSG00000108256 ,NUFIP2,0.975500437
ENST00000252512,ENSG00000130227 ,XPO7,0.975407261
ENST00000295588,ENSG00000163389 ,POGLUT1,0.973761362
ENST00000400485,ENSG00000159256 ,MORC3,0.973639364
ENST00000367455,ENSG00000116750 ,UCHL5,0.97344863
ENST00000265343,ENSG00000072364 ,AFF4,0.97314631
ENST00000357731,ENSG00000172260 ,NEGR1,0.972062522
ENST00000544848,ENSG00000246705 ,H2AFJ,0.971143563
ENST00000371432,ENSG00000124813 ,RUNX2,0.970360046
ENST00000540249,ENSG00000131828 ,PDHA1,0.970249479
ENST00000582081,ENSG00000108854 ,SMURF2,0.969960935
ENST00000553612,ENSG00000165417 ,GTF2A1,0.968333618
ENST00000265843,ENSG00000110723 ,EXPH5,0.967694555
ENST00000371204,ENSG00000134716 ,CYP2J2,0.966831606
ENST00000280098,ENSG00000144228 ,SPOPL,0.965546744
ENST00000223208,ENSG00000106477 ,CEP41,0.965539063
ENST00000192788,ENSG00000065060 ,UHRF1BP1,0.965475211
ENST00000380130,ENSG00000139597 ,N4BP2L1,0.964511538
ENST00000406053,ENSG00000115239 ,GPR75-ASB3,0.96369244
ENST00000431170,ENSG00000008311 ,AASS,0.962751843
ENST00000225737,ENSG00000108599 ,AKAP10,0.962465666
ENST00000499810,ENSG00000120705 ,ETF1,0.961387639
ENST00000370112,ENSG00000162695 ,SLC30A7,0.960690472
ENST00000584024,ENSG00000178927 ,C17orf62,0.959827328
ENST00000378284,ENSG00000123179 ,EBPL,0.959799933
ENST00000368635,ENSG00000155130 ,MARCKS,0.95972016
ENST00000273047,ENSG00000144566 ,RAB5A,0.958639034
ENST00000389726,ENSG00000110427 ,KIAA1549L,0.958536241
ENST00000345097,ENSG00000053254 ,FOXN3,0.957398213
ENST00000592581,ENSG00000159915 ,ZNF233,0.9571631
ENST00000333952,ENSG00000197928 ,ZNF677,0.95648111
ENST00000343435,ENSG00000154451 ,GBP5,0.955910642
ENST00000379480,ENSG00000120662 ,MTRF1,0.952962459
ENST00000318588,ENSG00000147044 ,CASK,0.952630768
ENST00000438067,ENSG00000117425 ,PTCH2,0.952002297
ENST00000594154,ENSG00000256087 ,ZNF432,0.951391166
ENST00000532402,ENSG00000089597 ,GANAB,0.950277
ENST00000434009,ENSG00000009413 ,REV3L,0.949424916
ENST00000465804,ENSG00000018408 ,WWTR1,0.949123152
ENST00000267460,ENSG00000139946 ,PELI2,0.948522528
ENST00000380881,ENSG00000164946 ,FREM1,0.948399221
ENST00000285039,ENSG00000167306 ,MYO5B,0.947996335
ENST00000429888,ENSG00000114857 ,NKTR,0.946313831
ENST00000253233,ENSG00000130921 ,C12orf65,0.944734385
ENST00000371207,ENSG00000138185 ,ENTPD1,0.94318675
