Transcript Id,Gene Id,name,miTG score
ENST00000521891,ENSG00000091656 ,ZFHX4,0.995858949
ENST00000399959,ENSG00000215301 ,DDX3X,0.995641888
ENST00000332070,ENSG00000156531 ,PHF6,0.994481081
ENST00000258963,ENSG00000136451 ,VEZF1,0.99437003
ENST00000609116,ENSG00000117569 ,PTBP2,0.993725026
ENST00000378115,ENSG00000213214 ,ARHGEF35,0.988011034
ENST00000379565,ENSG00000177189 ,RPS6KA3,0.982653175
ENST00000358465,ENSG00000197323 ,TRIM33,0.982483005
ENST00000602710,ENSG00000170035 ,UBE2E3,0.981691304
ENST00000551295,ENSG00000018236 ,CNTN1,0.979554571
ENST00000370918,ENSG00000012660 ,ELOVL5,0.979208423
ENST00000403491,ENSG00000162599 ,NFIA,0.978551069
ENST00000358704,ENSG00000179456 ,ZBTB18,0.975978428
ENST00000548125,ENSG00000151135 ,C12orf23,0.974583974
ENST00000335727,ENSG00000100354 ,TNRC6B,0.967813902
ENST00000319331,ENSG00000175928 ,LRRN1,0.967510867
ENST00000405805,ENSG00000189403 ,HMGB1,0.964023107
ENST00000392782,ENSG00000123636 ,BAZ2B,0.961482799
ENST00000269141,ENSG00000170558 ,CDH2,0.957605481
ENST00000474889,ENSG00000144724 ,PTPRG,0.955901039
ENST00000344721,ENSG00000151623 ,NR3C2,0.955724363
ENST00000316292,ENSG00000156508 ,EEF1A1,0.955185536
ENST00000458537,ENSG00000136603 ,SKIL,0.955128837
ENST00000314499,ENSG00000178662 ,CSRNP3,0.950563035
ENST00000358621,ENSG00000151474 ,FRMD4A,0.950470868
ENST00000366862,ENSG00000143756 ,FBXO28,0.949726048
ENST00000354184,ENSG00000170873 ,MTSS1,0.949122166
ENST00000452157,ENSG00000155545 ,MIER3,0.947998438
ENST00000282077,ENSG00000152256 ,PDK1,0.947770599
ENST00000601773,ENSG00000160321 ,ZNF208,0.946512076
ENST00000310836,ENSG00000174607 ,UGT8,0.945881256
ENST00000542843,ENSG00000187268 ,FAM9C,0.945330583
ENST00000261441,ENSG00000081019 ,RSBN1,0.945242895
ENST00000437844,ENSG00000148516 ,ZEB1,0.943694867
ENST00000317135,ENSG00000130224 ,LRCH2,0.94328504
ENST00000392845,ENSG00000169359 ,SLC33A1,0.941915437
ENST00000348849,ENSG00000153250 ,RBMS1,0.94045865
ENST00000513458,ENSG00000153006 ,SREK1IP1,0.940069642
ENST00000367941,ENSG00000079950 ,STX7,0.93993992
ENST00000295417,ENSG00000163251 ,FZD5,0.939224014
ENST00000278590,ENSG00000149289 ,ZC3H12C,0.938390106
ENST00000389286,ENSG00000166450 ,PRTG,0.935727239
ENST00000348370,ENSG00000157450 ,RNF111,0.934988005
ENST00000609810,ENSG00000198353 ,HOXC4,0.934967662
ENST00000588408,ENSG00000176563 ,CNTD1,0.934530007
ENST00000430889,ENSG00000273266 ,HOXC4,0.934454785
ENST00000609129,ENSG00000273274 ,ZBTB8B,0.933861969
ENST00000541112,ENSG00000137449 ,CPEB2,0.933363934
ENST00000240093,ENSG00000104290 ,FZD3,0.932336022
ENST00000428210,ENSG00000082898 ,XPO1,0.932282525
ENST00000381196,ENSG00000153707 ,PTPRD,0.930184077
ENST00000302000,ENSG00000171016 ,PYGO1,0.927585412
ENST00000266517,ENSG00000139163 ,ETNK1,0.927533946
ENST00000606080,ENSG00000111816 ,FRK,0.926509603
ENST00000432921,ENSG00000100852 ,ARHGAP5,0.926130275
ENST00000361183,ENSG00000198898 ,CAPZA2,0.926051542
ENST00000505342,ENSG00000145362 ,ANK2,0.926050023
ENST00000397786,ENSG00000108510 ,MED13,0.925695988
ENST00000275034,ENSG00000146247 ,PHIP,0.924661424
ENST00000567225,ENSG00000157429 ,ZNF19,0.924028236
ENST00000309052,ENSG00000172954 ,LCLAT1,0.920938524
ENST00000518095,ENSG00000038274 ,MAT2B,0.919567528
ENST00000338682,ENSG00000189127 ,ANKRD34B,0.919081719
ENST00000264734,ENSG00000113946 ,CLDN16,0.918568729
ENST00000536306,ENSG00000033030 ,ZCCHC8,0.918245169
ENST00000357464,ENSG00000121274 ,PAPD5,0.917815061
ENST00000260327,ENSG00000137770 ,CTDSPL2,0.91684421
ENST00000325192,ENSG00000179476 ,C14orf28,0.914598983
ENST00000393094,ENSG00000166266 ,CUL5,0.913283924
ENST00000361337,ENSG00000198900 ,TOP1,0.912670696
ENST00000442697,ENSG00000164031 ,DNAJB14,0.912003054
ENST00000355832,ENSG00000225830 ,ERCC6,0.911679175
ENST00000356770,ENSG00000163939 ,PBRM1,0.911288252
ENST00000379261,ENSG00000048740 ,CELF2,0.910946624
ENST00000370447,ENSG00000162664 ,ZNF326,0.908972267
ENST00000343796,ENSG00000113580 ,NR3C1,0.905902352
ENST00000453744,ENSG00000109332 ,UBE2D3,0.905714599
ENST00000295213,ENSG00000163071 ,SPATA18,0.905473493
