Transcript Id,Gene Id,name,miTG score
ENST00000505939,ENSG00000131127 ,ZNF141,0.996748737
ENST00000302000,ENSG00000171016 ,PYGO1,0.983864824
ENST00000254976,ENSG00000132639 ,SNAP25,0.964395507
ENST00000380934,ENSG00000147862 ,NFIB,0.952118538
ENST00000234453,ENSG00000116095 ,PLEKHA3,0.949324529
ENST00000373519,ENSG00000186288 ,PABPC1L2A,0.947961134
ENST00000599847,ENSG00000152439 ,ZNF773,0.940502056
ENST00000348343,ENSG00000102010 ,BMX,0.939020165
ENST00000290271,ENSG00000159167 ,STC1,0.938225281
ENST00000254958,ENSG00000101384 ,JAG1,0.933374647
ENST00000452328,ENSG00000077684 ,JADE1,0.924358224
ENST00000282077,ENSG00000152256 ,PDK1,0.917182266
ENST00000478722,ENSG00000171723 ,GPHN,0.914370482
ENST00000326877,ENSG00000178177 ,LCORL,0.913063322
ENST00000326402,ENSG00000180773 ,SLC36A4,0.909313197
ENST00000274255,ENSG00000145604 ,SKP2,0.900291636
ENST00000457153,ENSG00000067715 ,SYT1,0.897939648
ENST00000441453,ENSG00000106078 ,COBL,0.893882839
ENST00000415149,ENSG00000114439 ,BBX,0.893466466
ENST00000334121,ENSG00000153914 ,SREK1,0.891577079
ENST00000591715,ENSG00000152240 ,HAUS1,0.888422926
ENST00000570137,ENSG00000166446 ,CDYL2,0.887555395
ENST00000417133,ENSG00000157554 ,ERG,0.883358565
ENST00000368865,ENSG00000154473 ,BUB3,0.881245806
ENST00000373473,ENSG00000132792 ,CTNNBL1,0.880562274
ENST00000598930,ENSG00000269282 ,AC024257.1,0.879316398
ENST00000394605,ENSG00000157224 ,CLDN12,0.878587728
ENST00000563094,ENSG00000141076 ,CIRH1A,0.875301971
ENST00000409977,ENSG00000214376 ,VSTM5,0.873618247
ENST00000393056,ENSG00000123454 ,DBH,0.872873504
ENST00000263238,ENSG00000115091 ,ACTR3,0.866153469
ENST00000311275,ENSG00000101040 ,ZMYND8,0.864789658
ENST00000544451,ENSG00000168300 ,PCMTD1,0.864721719
ENST00000374574,ENSG00000204217 ,BMPR2,0.864236344
ENST00000468200,ENSG00000180116 ,C12orf40,0.86358194
ENST00000371824,ENSG00000162374 ,ELAVL4,0.854585874
ENST00000427331,ENSG00000144619 ,CNTN4,0.851285041
ENST00000575022,ENSG00000177294 ,FBXO39,0.851127073
ENST00000441178,ENSG00000235376 ,RPEL1,0.848601386
ENST00000403627,ENSG00000133193 ,FAM104A,0.847417119
ENST00000373020,ENSG00000000003 ,TSPAN6,0.844888036
ENST00000306388,ENSG00000171530 ,TBCA,0.841503008
ENST00000557138,ENSG00000179008 ,C14orf39,0.841127195
ENST00000303296,ENSG00000110422 ,HIPK3,0.839854971
ENST00000370900,ENSG00000147255 ,IGSF1,0.839410293
ENST00000330165,ENSG00000131795 ,RBM8A,0.835704318
ENST00000545826,ENSG00000168769 ,TET2,0.83219306
ENST00000550389,ENSG00000166225 ,FRS2,0.831932534
ENST00000392249,ENSG00000082146 ,STRADB,0.830999066
ENST00000531224,ENSG00000029363 ,BCLAF1,0.830321243
ENST00000251076,ENSG00000104093 ,DMXL2,0.826586914
ENST00000370895,ENSG00000259030 ,FPGT-TNNI3K,0.825012293
ENST00000426790,ENSG00000182415 ,CDY2A,0.821979339
ENST00000544303,ENSG00000129873 ,CDY2B,0.821369041
ENST00000401957,ENSG00000136237 ,RAPGEF5,0.819771156
ENST00000452959,ENSG00000168314 ,MOBP,0.816630663
ENST00000411529,ENSG00000170144 ,HNRNPA3,0.816319823
ENST00000340124,ENSG00000166123 ,GPT2,0.814491685
ENST00000235090,ENSG00000116455 ,WDR77,0.813164802
ENST00000441602,ENSG00000004766 ,CCDC132,0.811681678
ENST00000533632,ENSG00000196655 ,TRAPPC4,0.811570829
ENST00000330212,ENSG00000184307 ,ZDHHC23,0.806454119
ENST00000379715,ENSG00000124802 ,EEF1E1,0.806189561
ENST00000261491,ENSG00000102780 ,DGKH,0.804948157
ENST00000296121,ENSG00000163807 ,KIAA1143,0.804009834
ENST00000240093,ENSG00000104290 ,FZD3,0.80308476
ENST00000228136,ENSG00000110696 ,C11orf58,0.796779681
ENST00000260327,ENSG00000137770 ,CTDSPL2,0.796635435
ENST00000412050,ENSG00000107864 ,CPEB3,0.795344813
ENST00000331268,ENSG00000185787 ,MORF4L1,0.793071775
ENST00000486249,ENSG00000064225 ,ST3GAL6,0.792673695
ENST00000367385,ENSG00000151414 ,NEK7,0.79227873
ENST00000341189,ENSG00000102401 ,ARMCX3,0.791033737
ENST00000358397,ENSG00000104413 ,ESRP1,0.790583056
ENST00000374459,ENSG00000198915 ,RASGEF1A,0.790383061
ENST00000380266,ENSG00000215251 ,FASTKD5,0.788654019
